filename,vector,funcion_principal,case_unit_id,contribution
MENSAJE PRESIDENCIAL 1987.txt,mesianismo,sacrificio,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1987.txt,mesianismo,medios,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1987.txt,mesianismo,prueba,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1987.txt,paternalismo,tiempo,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1987.txt,paternalismo,problema,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1987.txt,paternalismo,autoridad,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1987.txt,paternalismo,sujeto_enemigo,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1987.txt,paternalismo,telos,ALFONSIN_1983_1989,1.25
MENSAJE PRESIDENCIAL 1987.txt,paternalismo,sacrificio,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1987.txt,paternalismo,medios,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1987.txt,paternalismo,prueba,ALFONSIN_1983_1989,0.0
1988-12-21_Asamblea_Legislativa_Extraordinaria_Alfonsin.txt,tecnocracia,tiempo,ALFONSIN_1983_1989,0.0
1988-12-21_Asamblea_Legislativa_Extraordinaria_Alfonsin.txt,tecnocracia,problema,ALFONSIN_1983_1989,0.0
1988-12-21_Asamblea_Legislativa_Extraordinaria_Alfonsin.txt,tecnocracia,autoridad,ALFONSIN_1983_1989,0.0
1988-12-21_Asamblea_Legislativa_Extraordinaria_Alfonsin.txt,tecnocracia,sujeto_enemigo,ALFONSIN_1983_1989,0.0
1988-12-21_Asamblea_Legislativa_Extraordinaria_Alfonsin.txt,tecnocracia,telos,ALFONSIN_1983_1989,0.0
1988-12-21_Asamblea_Legislativa_Extraordinaria_Alfonsin.txt,tecnocracia,sacrificio,ALFONSIN_1983_1989,0.0
1988-12-21_Asamblea_Legislativa_Extraordinaria_Alfonsin.txt,tecnocracia,medios,ALFONSIN_1983_1989,0.536
1988-12-21_Asamblea_Legislativa_Extraordinaria_Alfonsin.txt,tecnocracia,prueba,ALFONSIN_1983_1989,0.0
1988-12-21_Asamblea_Legislativa_Extraordinaria_Alfonsin.txt,mesianismo,tiempo,ALFONSIN_1983_1989,1.25
1988-12-21_Asamblea_Legislativa_Extraordinaria_Alfonsin.txt,mesianismo,problema,ALFONSIN_1983_1989,0.0
1988-12-21_Asamblea_Legislativa_Extraordinaria_Alfonsin.txt,mesianismo,autoridad,ALFONSIN_1983_1989,0.0
1988-12-21_Asamblea_Legislativa_Extraordinaria_Alfonsin.txt,mesianismo,sujeto_enemigo,ALFONSIN_1983_1989,0.0
1988-12-21_Asamblea_Legislativa_Extraordinaria_Alfonsin.txt,mesianismo,telos,ALFONSIN_1983_1989,0.0
1988-12-21_Asamblea_Legislativa_Extraordinaria_Alfonsin.txt,mesianismo,sacrificio,ALFONSIN_1983_1989,0.0
1988-12-21_Asamblea_Legislativa_Extraordinaria_Alfonsin.txt,mesianismo,medios,ALFONSIN_1983_1989,0.0
1988-12-21_Asamblea_Legislativa_Extraordinaria_Alfonsin.txt,mesianismo,prueba,ALFONSIN_1983_1989,0.0
1988-12-21_Asamblea_Legislativa_Extraordinaria_Alfonsin.txt,paternalismo,tiempo,ALFONSIN_1983_1989,0.0
1988-12-21_Asamblea_Legislativa_Extraordinaria_Alfonsin.txt,paternalismo,problema,ALFONSIN_1983_1989,0.0
1988-12-21_Asamblea_Legislativa_Extraordinaria_Alfonsin.txt,paternalismo,autoridad,ALFONSIN_1983_1989,0.0
1988-12-21_Asamblea_Legislativa_Extraordinaria_Alfonsin.txt,paternalismo,sujeto_enemigo,ALFONSIN_1983_1989,0.0
1988-12-21_Asamblea_Legislativa_Extraordinaria_Alfonsin.txt,paternalismo,telos,ALFONSIN_1983_1989,0.0
1988-12-21_Asamblea_Legislativa_Extraordinaria_Alfonsin.txt,paternalismo,sacrificio,ALFONSIN_1983_1989,0.0
1988-12-21_Asamblea_Legislativa_Extraordinaria_Alfonsin.txt,paternalismo,medios,ALFONSIN_1983_1989,0.0
1988-12-21_Asamblea_Legislativa_Extraordinaria_Alfonsin.txt,paternalismo,prueba,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1988.txt,tecnocracia,tiempo,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1988.txt,tecnocracia,problema,ALFONSIN_1983_1989,0.7370000000000001
MENSAJE PRESIDENCIAL 1988.txt,tecnocracia,autoridad,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1988.txt,tecnocracia,sujeto_enemigo,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1988.txt,tecnocracia,telos,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1988.txt,tecnocracia,sacrificio,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1988.txt,tecnocracia,medios,ALFONSIN_1983_1989,0.536
MENSAJE PRESIDENCIAL 1988.txt,tecnocracia,prueba,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1988.txt,mesianismo,tiempo,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1988.txt,mesianismo,problema,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1988.txt,mesianismo,autoridad,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1988.txt,mesianismo,sujeto_enemigo,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1988.txt,mesianismo,telos,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1988.txt,mesianismo,sacrificio,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1988.txt,mesianismo,medios,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1988.txt,mesianismo,prueba,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1988.txt,paternalismo,tiempo,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1988.txt,paternalismo,problema,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1988.txt,paternalismo,autoridad,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1988.txt,paternalismo,sujeto_enemigo,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1988.txt,paternalismo,telos,ALFONSIN_1983_1989,1.25
MENSAJE PRESIDENCIAL 1988.txt,paternalismo,sacrificio,ALFONSIN_1983_1989,0.0
MENSAJE PRESIDENCIAL 1988.txt,paternalismo,medios,ALFONSIN_1983_1989,0.536
MENSAJE PRESIDENCIAL 1988.txt,paternalismo,prueba,ALFONSIN_1983_1989,0.0
