filename,actor,case_unit_id,case_unit,year,genre,source_path,source_sha256,analysis_window,match_count,tec_matches,mes_matches,pat_matches,corpus_freeze_version,prior_configuration,candidate_configuration,candidate_notation,candidate_pair,dominant,secondary,tertiary,dominant_leadership,secondary_leadership,leadership_margin,direction_status,pair_source,recursive_feedback,tertiary_positive_retention,review_required
2017-03-01-Asamblea-Legislativa-Macri.txt,Mauricio Macri,MACRI_2015_2019,Mauricio Macri (2015–2019),2017,apertura,corpus/processed/txt_analysis_ready_v3/2017-03-01-Asamblea-Legislativa-Macri.txt,67e0f4f955655e94554e7e362f861ba05f2e0ca1f74fea8e5868b080eee72858,full_presidential_document,15,11,0,4,HCDN_NB17_v0_3,tecnocracia↔paternalismo,tecnocracia↔paternalismo,TEC↔PAT,PAT–TEC,tecnocracia,paternalismo,mesianismo,0.1239306358381503,0.1064739884393063,0.0174566473988439,indeterminate,masa léxica corregida por polaridad simétrica,False,0.0,False
01.03.2018As.txt,Mauricio Macri,MACRI_2015_2019,Mauricio Macri (2015–2019),2018,apertura,corpus/processed/txt_analysis_ready_v3/01.03.2018As.txt,1112898619f3fe3039ed635ba5290975f7f94c6bab396cfb514a4f57edc8f75f,full_presidential_document,3,2,0,1,HCDN_NB17_v0_3,paternalismo+tecnocracia,tecnocracia+paternalismo,TEC→PAT,PAT–TEC,tecnocracia,paternalismo,mesianismo,0.1471676300578034,0.0244797687861271,0.1226878612716763,directed,masa léxica corregida por polaridad simétrica,False,0.0,False
Mensaje Presidencial 2019.txt,Alberto Fernández,ALBERTOF_2019_2023,Alberto Fernández (2019–2023),2019,apertura,corpus/processed/txt_analysis_ready_v3/Mensaje Presidencial 2019.txt,81b855c1c1375eda57695be58a8e2659e005e776bcc6e31ad1bd57123be4824a,full_presidential_document,10,5,1,4,HCDN_NB17_v0_3,tecnocracia↔paternalismo,paternalismo+tecnocracia,PAT→TEC,PAT–TEC,paternalismo,tecnocracia,mesianismo,0.2064739884393063,0.1471676300578034,0.0593063583815028,directed,masa léxica corregida por polaridad simétrica,False,1.0,False
VT-01-03-2019-AS-00.txt,Mauricio Macri,MACRI_2015_2019,Mauricio Macri (2015–2019),2019,apertura,corpus/processed/txt_analysis_ready_v3/VT-01-03-2019-AS-00.txt,c4cea25e83e6ecdf51fa00f8e7d4f1313a63c83642f97365143c810dc1174316,full_presidential_document,7,5,1,1,HCDN_NB17_v0_3,paternalismo+tecnocracia,tecnocracia↔mesianismo,TEC↔MES,MES–TEC,tecnocracia,mesianismo,paternalismo,0.1471676300578034,0.1445086705202312,0.0026589595375722,indeterminate,masa léxica corregida por polaridad simétrica,False,1.0,False
Mensaje Presidencial 2020.txt,Alberto Fernández,ALBERTOF_2019_2023,Alberto Fernández (2019–2023),2020,apertura,corpus/processed/txt_analysis_ready_v3/Mensaje Presidencial 2020.txt,d1c765a0ac2b65881b3e0845f96a7da1d8590ce99efd33a6408b713809cbb840,full_presidential_document,19,10,0,9,HCDN_NB17_v0_3,tecnocracia↔paternalismo,paternalismo+tecnocracia,PAT→TEC,PAT–TEC,paternalismo,tecnocracia,mesianismo,0.2064739884393063,0.1471676300578034,0.0593063583815028,directed,masa léxica corregida por polaridad simétrica,False,0.0,False
Mensaje Presidencial 2021.txt,Alberto Fernández,ALBERTOF_2019_2023,Alberto Fernández (2019–2023),2021,apertura,corpus/processed/txt_analysis_ready_v3/Mensaje Presidencial 2021.txt,37f63e455ccc6fa32a7d2d913749abe0bc16d7daf07bbab9c931ffd386d8261f,full_presidential_document,17,8,0,9,HCDN_NB17_v0_3,paternalismo+tecnocracia,tecnocracia↔paternalismo,TEC↔PAT,PAT–TEC,tecnocracia,paternalismo,mesianismo,0.2091329479768786,0.2064739884393063,0.0026589595375722,indeterminate,masa léxica corregida por polaridad simétrica,False,0.0,False
Mensaje Presidencial 2022.txt,Alberto Fernández,ALBERTOF_2019_2023,Alberto Fernández (2019–2023),2022,apertura,corpus/processed/txt_analysis_ready_v3/Mensaje Presidencial 2022.txt,8aed394f38811fc40fb552e73faf82c0fd66914454d9f991bed2e4991f1cf680,full_presidential_document,22,11,1,10,HCDN_NB17_v0_3,paternalismo↔tecnocracia,paternalismo+tecnocracia,PAT→TEC,PAT–TEC,paternalismo,tecnocracia,mesianismo,0.2064739884393063,0.1239306358381503,0.082543352601156,directed,masa léxica corregida por polaridad simétrica,False,1.0,False
2024_Mensaje_Asamblea_Legislativa_Milei.txt,Javier Milei,MILEI_2023_PRESENTE,Javier Milei (2023–),2024,apertura,corpus/processed/txt_analysis_ready_v3/2024_Mensaje_Asamblea_Legislativa_Milei.txt,8273c39f929633192689d7dd4e54104f21ed073aaa7e7f8a6371d243d2ddcb0a,full_presidential_document,23,12,6,5,HCDN_NB17_v0_3,tecnocracia↔mesianismo,mesianismo+tecnocracia,MES→TEC,MES–TEC,mesianismo,tecnocracia,paternalismo,0.2890173410404624,0.2091329479768786,0.0798843930635837,directed,NB17 longitudinal exhaustivo; calibrador externo,False,0.4318181818181818,True
2025_Mensaje_Asamblea_Legislativa_Milei.txt,Javier Milei,MILEI_2023_PRESENTE,Javier Milei (2023–),2025,apertura,corpus/processed/txt_analysis_ready_v3/2025_Mensaje_Asamblea_Legislativa_Milei.txt,be63f3bfafaf36bea8b2fc1ef81d075e34def22d50dabb90c919da34e66b4e76,full_presidential_document,25,17,4,4,HCDN_NB17_v0_3,mesianismo+tecnocracia,mesianismo+tecnocracia,MES→TEC↺,MES–TEC,mesianismo,tecnocracia,paternalismo,0.2716763005780346,0.2091329479768786,0.062543352601156,directed,NB17 longitudinal exhaustivo; calibrador externo,True,0.8999999999999999,False
2026-Asamblea-Legislativa-Milei.txt,Javier Milei,MILEI_2023_PRESENTE,Javier Milei (2023–),2026,apertura,corpus/processed/txt_analysis_ready_v3/2026-Asamblea-Legislativa-Milei.txt,4c48c6241df4257f174d35fb700e5b230e19eea9a89a66359da4f71143b726c3,full_presidential_document,24,13,3,8,HCDN_NB17_v0_3,mesianismo+tecnocracia,mesianismo+tecnocracia,MES→TEC↺,MES–TEC,mesianismo,tecnocracia,paternalismo,0.2890173410404624,0.2091329479768786,0.0798843930635837,directed,NB17 longitudinal exhaustivo; calibrador externo,True,0.6804347826086957,False
